seed,model,task_id,task_name,route_drift,latent_drift,output_drift
5,Mutualistic09_distill_only,2,4 vs 5,0.00022900453660668063,0.24822102673351765,0.00010563273553998442
5,Mutualistic09_distill_only,3,6 vs 7,9.22398990113038e-05,0.15528283640742302,0.0003923153916502997
5,Mutualistic09_route_memory_only,0,0 vs 1,0.006696134340018034,0.26048922911286354,0.7519535571336746
5,Mutualistic09_route_memory_only,1,2 vs 3,0.0077983144437894225,0.26638075336813927,0.7066866233944893
5,Mutualistic09_route_memory_only,2,4 vs 5,0.0070059304089227226,0.26048293709754944,1.3651307821273804
5,Mutualistic09_route_memory_only,3,6 vs 7,0.002110945544700371,0.23182520270347595,0.5312279760837555
5,Mutualistic09_latent_only,0,0 vs 1,0.8608161509037018,0.006489233986940235,0.021109205088578165
5,Mutualistic09_latent_only,1,2 vs 3,1.158938705921173,0.0025003655755426735,0.019893207121640444
5,Mutualistic09_latent_only,2,4 vs 5,2.3091260636931565e-07,0.010023712762631476,0.0023315721045946702
5,Mutualistic09_latent_only,3,6 vs 7,1.4049481578126688e-08,0.00520870991749689,0.00044622671339311637
5,Mutualistic09_route_plus_latent,0,0 vs 1,0.005733422498451546,0.007584643841255456,0.017369851586408913
5,Mutualistic09_route_plus_latent,1,2 vs 3,0.12128714844584465,0.0047302464954555035,0.019611181691288948
5,Mutualistic09_route_plus_latent,2,4 vs 5,0.0003407831391086802,0.008242797630373389,0.002124427104718052
5,Mutualistic09_route_plus_latent,3,6 vs 7,4.6789920205014823e-07,0.005240532278548926,0.0007868944012443535
5,Mutualistic09_full_functional_memory,0,0 vs 1,0.006952398689463735,0.0060823115054517984,0.0054193804680835456
5,Mutualistic09_full_functional_memory,1,2 vs 3,0.0073875574162229896,0.0027426269953139126,0.0019270523262093775
5,Mutualistic09_full_functional_memory,2,4 vs 5,0.0020870295609256573,0.003626220452133566,0.00039597114528078237
5,Mutualistic09_full_functional_memory,3,6 vs 7,8.741058468331175e-05,0.002254340230138041,0.0002928825842900551
6,Mutualistic09_distill_only,0,0 vs 1,0.012217613286338747,0.2059729341417551,0.0023686031490797177
6,Mutualistic09_distill_only,1,2 vs 3,0.005446879426017404,0.16648519784212112,0.002849139375030063
6,Mutualistic09_distill_only,2,4 vs 5,0.001080652404709781,0.20433484017848969,0.0001827978740038816
6,Mutualistic09_distill_only,3,6 vs 7,0.0002925646053881792,0.13384361006319523,4.843206284022017e-05
6,Mutualistic09_route_memory_only,0,0 vs 1,0.04706501588225365,0.2959568239748478,0.42379701882600784
6,Mutualistic09_route_memory_only,1,2 vs 3,0.010254629596602172,0.2786233350634575,0.6627580374479294
6,Mutualistic09_route_memory_only,2,4 vs 5,0.00844398426124826,0.19629856757819653,0.4192938357591629
6,Mutualistic09_route_memory_only,3,6 vs 7,0.004535618107183836,0.18020718544721603,0.19287175871431828
6,Mutualistic09_latent_only,0,0 vs 1,0.036813406739383936,0.0034326699969824404,0.005939238704741001
6,Mutualistic09_latent_only,1,2 vs 3,0.0009718645524117164,0.0005045134166721255,0.0026115941582247615
6,Mutualistic09_latent_only,2,4 vs 5,0.036176545079797506,0.004320316365920007,0.0006882363159093075
6,Mutualistic09_latent_only,3,6 vs 7,0.021107191569171846,0.003630369814345613,0.00055132507259259
6,Mutualistic09_route_plus_latent,0,0 vs 1,0.01720640587154776,0.003367734228959307,0.008776680857408792
6,Mutualistic09_route_plus_latent,1,2 vs 3,0.0012725455962936394,0.0052905852207913995,0.015987764345481992
6,Mutualistic09_route_plus_latent,2,4 vs 5,0.014625582029111683,0.002457735303323716,0.002904861139541026
6,Mutualistic09_route_plus_latent,3,6 vs 7,4.9937713129111216e-05,0.003277104231528938,0.0004307003528083442
6,Mutualistic09_full_functional_memory,0,0 vs 1,0.00734179763821885,0.0032353810383938253,0.004963218016200699
6,Mutualistic09_full_functional_memory,1,2 vs 3,0.0038162219570949674,0.00462657684693113,0.001753173186443746
6,Mutualistic09_full_functional_memory,2,4 vs 5,0.0009920509018854773,0.00318239105399698,0.00014373753765539732
6,Mutualistic09_full_functional_memory,3,6 vs 7,7.037900979867118e-05,0.004121035890420899,0.00040141156569006853
7,Mutualistic09_distill_only,0,0 vs 1,0.010500542586669326,0.24512901529669762,0.010313252561900299
7,Mutualistic09_distill_only,1,2 vs 3,0.005199800711125135,0.17247599177062511,0.004728752173832618
