seed,model,after_task,task_id,task_name,acc,route_entropy,route_dominance
3,Mutualistic09_route_plus_latent,3,0,0 vs 1,0.9875,0.4288170672953129,0.8518236838281155
3,Mutualistic09_route_plus_latent,3,1,2 vs 3,0.973,0.5924787595868111,0.7567747235298157
3,Mutualistic09_route_plus_latent,3,2,4 vs 5,0.9995,0.04113963549025357,0.9915267266333103
3,Mutualistic09_route_plus_latent,3,3,6 vs 7,1.0,0.0010399190978205297,0.9998856857419014
3,Mutualistic09_route_plus_latent,4,0,0 vs 1,0.989,0.6860823817551136,0.6744823157787323
3,Mutualistic09_route_plus_latent,4,1,2 vs 3,0.972,0.6984752267599106,0.6623625569045544
3,Mutualistic09_route_plus_latent,4,2,4 vs 5,1.0,0.03371346474159509,0.9918859489262104
3,Mutualistic09_route_plus_latent,4,3,6 vs 7,1.0,0.002459565810568165,0.9996195808053017
3,Mutualistic09_route_plus_latent,4,4,8 vs 9,0.998,0.006062876025680453,0.9988551884889603
3,Mutualistic09_full_functional_memory,0,0,0 vs 1,0.987,0.11073007038794458,0.9665098823606968
3,Mutualistic09_full_functional_memory,1,0,0 vs 1,0.986,0.13992260629311204,0.955340463668108
3,Mutualistic09_full_functional_memory,1,1,2 vs 3,0.9715,0.0069129844778217375,0.9989950694143772
3,Mutualistic09_full_functional_memory,2,0,0 vs 1,0.986,0.1632375456392765,0.9520870484411716
3,Mutualistic09_full_functional_memory,2,1,2 vs 3,0.9715,0.04221675265580416,0.9921321757137775
3,Mutualistic09_full_functional_memory,2,2,4 vs 5,1.0,0.013753831823123619,0.9964288845658302
3,Mutualistic09_full_functional_memory,3,0,0 vs 1,0.985,0.16392306005582213,0.953007660806179
3,Mutualistic09_full_functional_memory,3,1,2 vs 3,0.9705,0.01525672065326944,0.9977641180157661
3,Mutualistic09_full_functional_memory,3,2,4 vs 5,1.0,0.0019406795836403035,0.9997560903429985
3,Mutualistic09_full_functional_memory,3,3,6 vs 7,1.0,0.001294202775170561,0.9998449683189392
3,Mutualistic09_full_functional_memory,4,0,0 vs 1,0.985,0.1372530278749764,0.9581672176718712
3,Mutualistic09_full_functional_memory,4,1,2 vs 3,0.9705,0.009498328436166048,0.9985415488481522
3,Mutualistic09_full_functional_memory,4,2,4 vs 5,0.999,0.0026407582408864982,0.9996099211275578
3,Mutualistic09_full_functional_memory,4,3,6 vs 7,1.0,0.00021077506198707852,0.9999758154153824
3,Mutualistic09_full_functional_memory,4,4,8 vs 9,0.9975,0.007492974807973951,0.9980562888085842
4,Mutualistic09_distill_only,0,0,0 vs 1,0.9885,0.14171612774953246,0.9568862766027451
4,Mutualistic09_distill_only,1,0,0 vs 1,0.989,0.16162443766370416,0.9492146223783493
4,Mutualistic09_distill_only,1,1,2 vs 3,0.972,0.4189117457717657,0.8443990163505077
4,Mutualistic09_distill_only,2,0,0 vs 1,0.989,0.144448175560683,0.9557779394090176
4,Mutualistic09_distill_only,2,1,2 vs 3,0.9725,0.4053315259516239,0.8520620279014111
4,Mutualistic09_distill_only,2,2,4 vs 5,1.0,0.02786611969349906,0.9899011328816414
4,Mutualistic09_distill_only,3,0,0 vs 1,0.9885,0.13461768114939332,0.9593222513794899
4,Mutualistic09_distill_only,3,1,2 vs 3,0.972,0.40996343083679676,0.8493809960782528
4,Mutualistic09_distill_only,3,2,4 vs 5,1.0,0.01941017823992297,0.9926601871848106
4,Mutualistic09_distill_only,3,3,6 vs 7,1.0,0.0026728862794698216,0.9994862675666809
4,Mutualistic09_distill_only,4,0,0 vs 1,0.9885,0.12881104229018092,0.960679292678833
4,Mutualistic09_distill_only,4,1,2 vs 3,0.9715,0.3928410764783621,0.8550743423402309
4,Mutualistic09_distill_only,4,2,4 vs 5,0.9995,0.020500935905147344,0.9919541850686073
4,Mutualistic09_distill_only,4,3,6 vs 7,1.0,0.004358755686553195,0.9992089718580246
4,Mutualistic09_distill_only,4,4,8 vs 9,0.999,0.007216763369797263,0.9980492517352104
4,Mutualistic09_route_memory_only,0,0,0 vs 1,0.9885,0.14171612774953246,0.9568862766027451
4,Mutualistic09_route_memory_only,1,0,0 vs 1,0.8615,0.10370365926064551,0.9677473790943623
4,Mutualistic09_route_memory_only,1,1,2 vs 3,0.9715,0.15003963513299823,0.9509848617017269
4,Mutualistic09_route_memory_only,2,0,0 vs 1,0.6275,0.07325965561904013,0.9733978770673275
4,Mutualistic09_route_memory_only,2,1,2 vs 3,0.849,0.08221227279864252,0.9702963456511497
4,Mutualistic09_route_memory_only,2,2,4 vs 5,0.9995,0.024964198702946305,0.9920429885387421
4,Mutualistic09_route_memory_only,3,0,0 vs 1,0.49,0.061446201987564564,0.97863944247365
4,Mutualistic09_route_memory_only,3,1,2 vs 3,0.4815,0.09269909281283617,0.9666340090334415
4,Mutualistic09_route_memory_only,3,2,4 vs 5,0.8835,0.019485937344143167,0.9933804236352444
4,Mutualistic09_route_memory_only,3,3,6 vs 7,1.0,0.012670508149312809,0.9958873689174652
4,Mutualistic09_route_memory_only,4,0,0 vs 1,0.375,0.08298239321447909,0.9736866056919098
4,Mutualistic09_route_memory_only,4,1,2 vs 3,0.499,0.10652475291863084,0.9660956002771854
4,Mutualistic09_route_memory_only,4,2,4 vs 5,0.9895,0.03048850758932531,0.9892999529838562
4,Mutualistic09_route_memory_only,4,3,6 vs 7,0.4165,0.028374074958264828,0.9909856542944908
4,Mutualistic09_route_memory_only,4,4,8 vs 9,0.998,0.0072153087094193324,0.9977094419300556
4,Mutualistic09_latent_only,0,0,0 vs 1,0.9885,0.14171612774953246,0.9568862766027451
4,Mutualistic09_latent_only,1,0,0 vs 1,0.983,0.08701444277539849,0.9730265960097313
4,Mutualistic09_latent_only,1,1,2 vs 3,0.9695,0.21278137434273958,0.9315893203020096
4,Mutualistic09_latent_only,2,0,0 vs 1,0.9855,0.12956577260047197,0.9631203413009644
4,Mutualistic09_latent_only,2,1,2 vs 3,0.9675,0.4596815723925829,0.8216229490935802
4,Mutualistic09_latent_only,2,2,4 vs 5,1.0,0.014106461341725662,0.9968953542411327
4,Mutualistic09_latent_only,3,0,0 vs 1,0.983,0.464886037632823,0.7527725622057915
4,Mutualistic09_latent_only,3,1,2 vs 3,0.968,0.5495025496929884,0.7904413491487503
4,Mutualistic09_latent_only,3,2,4 vs 5,1.0,0.00872159402933903,0.9982572421431541
4,Mutualistic09_latent_only,3,3,6 vs 7,1.0,0.004159618343692273,0.9993523694574833
4,Mutualistic09_latent_only,4,0,0 vs 1,0.983,0.5446035657078028,0.7890476733446121
4,Mutualistic09_latent_only,4,1,2 vs 3,0.9685,0.7601994350552559,0.6954178176820278
4,Mutualistic09_latent_only,4,2,4 vs 5,0.9995,0.014779357996303588,0.9970629289746284
4,Mutualistic09_latent_only,4,3,6 vs 7,1.0,0.0045954610977787524,0.9993891902267933
4,Mutualistic09_latent_only,4,4,8 vs 9,0.9975,0.0021084781328681856,0.9997257925570011
4,Mutualistic09_route_plus_latent,0,0,0 vs 1,0.9885,0.14171612774953246,0.9568862766027451
4,Mutualistic09_route_plus_latent,1,0,0 vs 1,0.9845,0.1346014547161758,0.9632827900350094
4,Mutualistic09_route_plus_latent,1,1,2 vs 3,0.973,0.3327725902199745,0.8830950185656548
4,Mutualistic09_route_plus_latent,2,0,0 vs 1,0.9845,0.17640271876007318,0.9511368498206139
4,Mutualistic09_route_plus_latent,2,1,2 vs 3,0.9695,0.43073253333568573,0.86009506508708
4,Mutualistic09_route_plus_latent,2,2,4 vs 5,0.9995,0.010445077292388305,0.9978999570012093
4,Mutualistic09_route_plus_latent,3,0,0 vs 1,0.984,0.2656951826065779,0.9267685413360596
4,Mutualistic09_route_plus_latent,3,1,2 vs 3,0.9715,0.506313418969512,0.8430866785347462
4,Mutualistic09_route_plus_latent,3,2,4 vs 5,0.9995,0.008046954870223999,0.9980727657675743
4,Mutualistic09_route_plus_latent,3,3,6 vs 7,1.0,0.0026364922377979383,0.9995817020535469
4,Mutualistic09_route_plus_latent,4,0,0 vs 1,0.985,0.3751946557313204,0.8934281766414642
4,Mutualistic09_route_plus_latent,4,1,2 vs 3,0.9725,0.6309171244502068,0.8148414343595505
4,Mutualistic09_route_plus_latent,4,2,4 vs 5,0.9995,0.031011940445750952,0.9909204207360744
4,Mutualistic09_route_plus_latent,4,3,6 vs 7,1.0,0.01436585298506543,0.9975457973778248
4,Mutualistic09_route_plus_latent,4,4,8 vs 9,0.998,0.001837102507124655,0.9997357316315174
4,Mutualistic09_full_functional_memory,0,0,0 vs 1,0.991,0.12097964435815811,0.9627052992582321
4,Mutualistic09_full_functional_memory,1,0,0 vs 1,0.992,0.12740914290770888,0.9637136682868004
4,Mutualistic09_full_functional_memory,1,1,2 vs 3,0.9655,0.2113214796409011,0.9292150475084782
4,Mutualistic09_full_functional_memory,2,0,0 vs 1,0.99,0.14869348285719752,0.956668458878994
4,Mutualistic09_full_functional_memory,2,1,2 vs 3,0.969,0.240457265637815,0.9206442423164845
4,Mutualistic09_full_functional_memory,2,2,4 vs 5,1.0,0.007768825555103831,0.998335987329483
4,Mutualistic09_full_functional_memory,3,0,0 vs 1,0.9905,0.16972945258021355,0.9530237019062042
4,Mutualistic09_full_functional_memory,3,1,2 vs 3,0.967,0.24892729427665472,0.9218737296760082
4,Mutualistic09_full_functional_memory,3,2,4 vs 5,1.0,0.021128427586518228,0.9962020888924599
4,Mutualistic09_full_functional_memory,3,3,6 vs 7,1.0,0.0036501329741440713,0.9994659051299095
4,Mutualistic09_full_functional_memory,4,0,0 vs 1,0.9915,0.18805019464343786,0.9468739032745361
4,Mutualistic09_full_functional_memory,4,1,2 vs 3,0.9665,0.27612303011119366,0.9132253415882587
4,Mutualistic09_full_functional_memory,4,2,4 vs 5,0.999,0.021292292862199247,0.9959915094077587
4,Mutualistic09_full_functional_memory,4,3,6 vs 7,0.9995,0.006596644947421737,0.9989019557833672
4,Mutualistic09_full_functional_memory,4,4,8 vs 9,0.998,0.006561152069480158,0.9981489479541779
5,Mutualistic09_distill_only,0,0,0 vs 1,0.9925,0.06890791491605341,0.9825077690184116
5,Mutualistic09_distill_only,1,0,0 vs 1,0.9915,0.08144526742398739,0.979902695864439
5,Mutualistic09_distill_only,1,1,2 vs 3,0.9735,0.049877619137987494,0.987853579223156
5,Mutualistic09_distill_only,2,0,0 vs 1,0.992,0.07167280092835426,0.9824497811496258
5,Mutualistic09_distill_only,2,1,2 vs 3,0.9755,0.05053397035226226,0.987871702760458
5,Mutualistic09_distill_only,2,2,4 vs 5,1.0,0.004424765851581469,0.9991338215768337
5,Mutualistic09_distill_only,3,0,0 vs 1,0.992,0.06336658983491361,0.9844575002789497
5,Mutualistic09_distill_only,3,1,2 vs 3,0.974,0.047577980905771255,0.9884139634668827
5,Mutualistic09_distill_only,3,2,4 vs 5,1.0,0.0024810872419038787,0.999518807977438
5,Mutualistic09_distill_only,3,3,6 vs 7,1.0,0.002023584432208736,0.9995399676263332
5,Mutualistic09_distill_only,4,0,0 vs 1,0.992,0.056674882071092725,0.9862840250134468
5,Mutualistic09_distill_only,4,1,2 vs 3,0.9735,0.04638748662546277,0.988211564719677
5,Mutualistic09_distill_only,4,2,4 vs 5,1.0,0.002083054738250212,0.9994869418442249
5,Mutualistic09_distill_only,4,3,6 vs 7,1.0,0.002342858017073013,0.9995794966816902
5,Mutualistic09_distill_only,4,4,8 vs 9,0.9975,0.016234211056143977,0.9940759725868702
5,Mutualistic09_route_memory_only,0,0,0 vs 1,0.9925,0.06890791491605341,0.9825077690184116
5,Mutualistic09_route_memory_only,1,0,0 vs 1,0.855,0.06140766781754792,0.9857440069317818
5,Mutualistic09_route_memory_only,1,1,2 vs 3,0.97,0.06889604777097702,0.9819808788597584
5,Mutualistic09_route_memory_only,2,0,0 vs 1,0.5085,0.02230597162269987,0.992947768419981
5,Mutualistic09_route_memory_only,2,1,2 vs 3,0.645,0.0345888891024515,0.9896290190517902
5,Mutualistic09_route_memory_only,2,2,4 vs 5,1.0,0.003117404514341615,0.999445166438818
5,Mutualistic09_route_memory_only,3,0,0 vs 1,0.5085,0.020674540661275387,0.9938242323696613
5,Mutualistic09_route_memory_only,3,1,2 vs 3,0.508,0.03598475537728518,0.9895854368805885
5,Mutualistic09_route_memory_only,3,2,4 vs 5,0.9975,0.00269733730237931,0.9993708617985249
5,Mutualistic09_route_memory_only,3,3,6 vs 7,0.9995,0.0014089421433709504,0.9996545650064945
5,Mutualistic09_route_memory_only,4,0,0 vs 1,0.1475,0.03768611897248775,0.9895051270723343
5,Mutualistic09_route_memory_only,4,1,2 vs 3,0.56,0.04175571561791003,0.9889579564332962
5,Mutualistic09_route_memory_only,4,2,4 vs 5,0.0165,0.01808459489257075,0.9947501681745052
5,Mutualistic09_route_memory_only,4,3,6 vs 7,0.779,0.008448437467450276,0.9976495057344437
5,Mutualistic09_route_memory_only,4,4,8 vs 9,0.9975,0.0027260662627668353,0.999334491789341
5,Mutualistic09_latent_only,0,0,0 vs 1,0.9925,0.06890791491605341,0.9825077690184116
5,Mutualistic09_latent_only,1,0,0 vs 1,0.988,0.022529848210979253,0.9958957470953465
5,Mutualistic09_latent_only,1,1,2 vs 3,0.974,0.10280379257164896,0.9630354195833206
5,Mutualistic09_latent_only,2,0,0 vs 1,0.986,0.09422539174556732,0.9694053903222084
5,Mutualistic09_latent_only,2,1,2 vs 3,0.975,0.10075174365192652,0.9758503139019012
5,Mutualistic09_latent_only,2,2,4 vs 5,1.0,0.0012615076993824914,0.9998657666146755
5,Mutualistic09_latent_only,3,0,0 vs 1,0.9825,0.15702553186565638,0.9469648599624634
5,Mutualistic09_latent_only,3,1,2 vs 3,0.9715,0.03682766342535615,0.9932522252202034
5,Mutualistic09_latent_only,3,2,4 vs 5,1.0,0.0002564769029049785,0.9999774731695652
5,Mutualistic09_latent_only,3,3,6 vs 7,1.0,0.0003604482035370893,0.9999631755053997
5,Mutualistic09_latent_only,4,0,0 vs 1,0.9825,0.16057018097490072,0.9461788907647133
5,Mutualistic09_latent_only,4,1,2 vs 3,0.97,0.03201499464921653,0.9942280240356922
5,Mutualistic09_latent_only,4,2,4 vs 5,1.0,7.492410873055633e-05,0.9999939873814583
5,Mutualistic09_latent_only,4,3,6 vs 7,1.0,0.0002138107538485201,0.9999793022871017
5,Mutualistic09_latent_only,4,4,8 vs 9,0.9975,0.0008249975253420416,0.99989303201437
5,Mutualistic09_route_plus_latent,0,0,0 vs 1,0.9925,0.06890791491605341,0.9825077690184116
5,Mutualistic09_route_plus_latent,1,0,0 vs 1,0.987,0.06231493619270623,0.9874827601015568
5,Mutualistic09_route_plus_latent,1,1,2 vs 3,0.9685,0.11543383193202317,0.9593495465815067
5,Mutualistic09_route_plus_latent,2,0,0 vs 1,0.986,0.07947039208374918,0.9848349429666996
5,Mutualistic09_route_plus_latent,2,1,2 vs 3,0.968,0.2231811098754406,0.9322618693113327
5,Mutualistic09_route_plus_latent,2,2,4 vs 5,1.0,0.0026474456972209737,0.9996982030570507
5,Mutualistic09_route_plus_latent,3,0,0 vs 1,0.986,0.1182825337164104,0.973770197480917
5,Mutualistic09_route_plus_latent,3,1,2 vs 3,0.968,0.3115459531545639,0.8949526660144329
5,Mutualistic09_route_plus_latent,3,2,4 vs 5,1.0,0.03726688609458506,0.9932248219847679
5,Mutualistic09_route_plus_latent,3,3,6 vs 7,1.0,7.679612440369965e-05,0.9999932795763016
5,Mutualistic09_route_plus_latent,4,0,0 vs 1,0.987,0.11341387499123812,0.9739878997206688
5,Mutualistic09_route_plus_latent,4,1,2 vs 3,0.969,0.5972076393663883,0.7320506125688553
5,Mutualistic09_route_plus_latent,4,2,4 vs 5,1.0,0.0419883793219924,0.9917174726724625
5,Mutualistic09_route_plus_latent,4,3,6 vs 7,1.0,0.00098436895859777,0.9998820722103119
5,Mutualistic09_route_plus_latent,4,4,8 vs 9,0.9975,0.014276161178713664,0.9955005869269371
5,Mutualistic09_full_functional_memory,0,0,0 vs 1,0.992,0.09847995871677995,0.970710139721632
5,Mutualistic09_full_functional_memory,1,0,0 vs 1,0.988,0.11399171780794859,0.9647979028522968
5,Mutualistic09_full_functional_memory,1,1,2 vs 3,0.9695,0.120342165697366,0.9546725191175938
5,Mutualistic09_full_functional_memory,2,0,0 vs 1,0.989,0.09766895067878067,0.9696160145103931
5,Mutualistic09_full_functional_memory,2,1,2 vs 3,0.9685,0.14943500887602568,0.9435425586998463
5,Mutualistic09_full_functional_memory,2,2,4 vs 5,1.0,0.0065213313937420025,0.9983734376728535
5,Mutualistic09_full_functional_memory,3,0,0 vs 1,0.989,0.10737485508434474,0.9678920954465866
5,Mutualistic09_full_functional_memory,3,1,2 vs 3,0.9705,0.1678105490282178,0.9354606755077839
5,Mutualistic09_full_functional_memory,3,2,4 vs 5,1.0,0.00309952515817713,0.9992757588624954
5,Mutualistic09_full_functional_memory,3,3,6 vs 7,1.0,0.0036907477260683663,0.9992694854736328
5,Mutualistic09_full_functional_memory,4,0,0 vs 1,0.9895,0.11592451622709632,0.965693473815918
5,Mutualistic09_full_functional_memory,4,1,2 vs 3,0.9705,0.17247774172574282,0.9337772689759731
5,Mutualistic09_full_functional_memory,4,2,4 vs 5,1.0,0.002117973352142144,0.9995815344154835
5,Mutualistic09_full_functional_memory,4,3,6 vs 7,1.0,0.0023802961623005103,0.999488826841116
5,Mutualistic09_full_functional_memory,4,4,8 vs 9,0.998,0.00610310876800213,0.9987734965980053
6,Mutualistic09_distill_only,0,0,0 vs 1,0.986,0.09273930639028549,0.9710651859641075
6,Mutualistic09_distill_only,1,0,0 vs 1,0.988,0.10081808688119054,0.9714320562779903
6,Mutualistic09_distill_only,1,1,2 vs 3,0.9645,0.12337232753634453,0.9583075530827045
6,Mutualistic09_distill_only,2,0,0 vs 1,0.9865,0.09833457600325346,0.9702747315168381
6,Mutualistic09_distill_only,2,1,2 vs 3,0.968,0.09862583642825484,0.9663203805685043
6,Mutualistic09_distill_only,2,2,4 vs 5,1.0,0.007139574270695448,0.9984621331095695
6,Mutualistic09_distill_only,3,0,0 vs 1,0.986,0.09383437689393759,0.97168343141675
6,Mutualistic09_distill_only,3,1,2 vs 3,0.966,0.09916746756061912,0.9659838564693928
6,Mutualistic09_distill_only,3,2,4 vs 5,1.0,0.0059798603324452415,0.9987122863531113
6,Mutualistic09_distill_only,3,3,6 vs 7,1.0,0.0033165469430969097,0.9993171095848083
6,Mutualistic09_distill_only,4,0,0 vs 1,0.987,0.08552484447136521,0.976104125380516
6,Mutualistic09_distill_only,4,1,2 vs 3,0.967,0.10070477239787579,0.9661545418202877
6,Mutualistic09_distill_only,4,2,4 vs 5,1.0,0.007269447916769423,0.9985448755323887
6,Mutualistic09_distill_only,4,3,6 vs 7,1.0,0.006896368198795244,0.9985783994197845
6,Mutualistic09_distill_only,4,4,8 vs 9,0.998,0.004815471129404614,0.9987852461636066
6,Mutualistic09_route_memory_only,0,0,0 vs 1,0.986,0.09273930639028549,0.9710651859641075
6,Mutualistic09_route_memory_only,1,0,0 vs 1,0.929,0.04848755738930777,0.9841440804302692
6,Mutualistic09_route_memory_only,1,1,2 vs 3,0.9635,0.0958423838019371,0.9653410725295544
6,Mutualistic09_route_memory_only,2,0,0 vs 1,0.6815,0.042981252539902925,0.9851593933999538
6,Mutualistic09_route_memory_only,2,1,2 vs 3,0.7805,0.07659964729100466,0.9706487730145454
6,Mutualistic09_route_memory_only,2,2,4 vs 5,1.0,0.015828991919988766,0.9950222633779049
6,Mutualistic09_route_memory_only,3,0,0 vs 1,0.716,0.03949167451355606,0.9861399680376053
6,Mutualistic09_route_memory_only,3,1,2 vs 3,0.498,0.07105548796243966,0.9718501977622509
6,Mutualistic09_route_memory_only,3,2,4 vs 5,0.765,0.013610418973257765,0.9953494854271412
6,Mutualistic09_route_memory_only,3,3,6 vs 7,1.0,0.004724454571260139,0.9986333474516869
6,Mutualistic09_route_memory_only,4,0,0 vs 1,0.9235,0.06745534110814333,0.9781627394258976
6,Mutualistic09_route_memory_only,4,1,2 vs 3,0.571,0.09178391145542264,0.9658248946070671
6,Mutualistic09_route_memory_only,4,2,4 vs 5,0.664,0.03294476232258603,0.9896159842610359
6,Mutualistic09_route_memory_only,4,3,6 vs 7,0.9975,0.023701510450337082,0.9932894334197044
6,Mutualistic09_route_memory_only,4,4,8 vs 9,0.998,0.005324016106897034,0.9983835369348526
6,Mutualistic09_latent_only,0,0,0 vs 1,0.986,0.09273930639028549,0.9710651859641075
6,Mutualistic09_latent_only,1,0,0 vs 1,0.987,0.35231312923133373,0.842279028147459
6,Mutualistic09_latent_only,1,1,2 vs 3,0.968,0.05403254088014364,0.9884979650378227
6,Mutualistic09_latent_only,2,0,0 vs 1,0.988,0.2189120650291443,0.9209741614758968
6,Mutualistic09_latent_only,2,1,2 vs 3,0.9665,0.041141023160889745,0.9916864708065987
6,Mutualistic09_latent_only,2,2,4 vs 5,1.0,0.010730969792348333,0.9968127273023129
6,Mutualistic09_latent_only,3,0,0 vs 1,0.9875,0.2545523438602686,0.9132103286683559
6,Mutualistic09_latent_only,3,1,2 vs 3,0.966,0.02675726846791804,0.994769636541605
6,Mutualistic09_latent_only,3,2,4 vs 5,1.0,0.2468299763277173,0.8947496004402637
6,Mutualistic09_latent_only,3,3,6 vs 7,1.0,0.007991873426362872,0.9985989220440388
6,Mutualistic09_latent_only,4,0,0 vs 1,0.9865,0.20312039088457823,0.9293147101998329
6,Mutualistic09_latent_only,4,1,2 vs 3,0.965,0.032408904982730746,0.9935730881989002
6,Mutualistic09_latent_only,4,2,4 vs 5,1.0,0.17745524272322655,0.9344378560781479
6,Mutualistic09_latent_only,4,3,6 vs 7,1.0,0.10638930462300777,0.9630188159644604
6,Mutualistic09_latent_only,4,4,8 vs 9,0.9975,0.010665439651347697,0.9975974522531033
6,Mutualistic09_route_plus_latent,0,0,0 vs 1,0.986,0.09273930639028549,0.9710651859641075
6,Mutualistic09_route_plus_latent,1,0,0 vs 1,0.9855,0.17229458130896091,0.9476918540894985
6,Mutualistic09_route_plus_latent,1,1,2 vs 3,0.9705,0.05649368464946747,0.9875974655151367
6,Mutualistic09_route_plus_latent,2,0,0 vs 1,0.9855,0.15547288255766034,0.9521223455667496
6,Mutualistic09_route_plus_latent,2,1,2 vs 3,0.964,0.09795516217127442,0.9769519530236721
6,Mutualistic09_route_plus_latent,2,2,4 vs 5,1.0,0.04197898169513792,0.9849445708096027
6,Mutualistic09_route_plus_latent,3,0,0 vs 1,0.9865,0.17990081291645765,0.9470549374818802
6,Mutualistic09_route_plus_latent,3,1,2 vs 3,0.961,0.046588242053985596,0.9912564642727375
6,Mutualistic09_route_plus_latent,3,2,4 vs 5,0.999,0.06970539735630155,0.976809736341238
6,Mutualistic09_route_plus_latent,3,3,6 vs 7,1.0,0.002855229096894618,0.9995986893773079
6,Mutualistic09_route_plus_latent,4,0,0 vs 1,0.987,0.16669961484149098,0.9497345611453056
6,Mutualistic09_route_plus_latent,4,1,2 vs 3,0.9605,0.033645957708358765,0.9941637963056564
6,Mutualistic09_route_plus_latent,4,2,4 vs 5,0.999,0.10364045156165957,0.9613332375884056
6,Mutualistic09_route_plus_latent,4,3,6 vs 7,1.0,0.0035136937513016164,0.9993635006248951
6,Mutualistic09_route_plus_latent,4,4,8 vs 9,0.9975,0.0032702617791073862,0.9993424341082573
6,Mutualistic09_full_functional_memory,0,0,0 vs 1,0.9835,0.116297478787601,0.9655154682695866
6,Mutualistic09_full_functional_memory,1,0,0 vs 1,0.987,0.1549053923226893,0.9527408741414547
6,Mutualistic09_full_functional_memory,1,1,2 vs 3,0.967,0.14167676586657763,0.9442385621368885
6,Mutualistic09_full_functional_memory,2,0,0 vs 1,0.9865,0.16189558850601315,0.9505690410733223
6,Mutualistic09_full_functional_memory,2,1,2 vs 3,0.969,0.16218733042478561,0.9364593401551247
6,Mutualistic09_full_functional_memory,2,2,4 vs 5,1.0,0.008998757868539542,0.9979866445064545
6,Mutualistic09_full_functional_memory,3,0,0 vs 1,0.987,0.20186193473637104,0.942602202296257
6,Mutualistic09_full_functional_memory,3,1,2 vs 3,0.9685,0.16741700563579798,0.9368824660778046
6,Mutualistic09_full_functional_memory,3,2,4 vs 5,1.0,0.018096106592565775,0.9966052435338497
6,Mutualistic09_full_functional_memory,3,3,6 vs 7,1.0,0.008363955741515383,0.9983449727296829
6,Mutualistic09_full_functional_memory,4,0,0 vs 1,0.987,0.1835459554567933,0.9481288306415081
6,Mutualistic09_full_functional_memory,4,1,2 vs 3,0.9685,0.16657822113484144,0.938691146671772
6,Mutualistic09_full_functional_memory,4,2,4 vs 5,1.0,0.012794123409548774,0.9974583685398102
6,Mutualistic09_full_functional_memory,4,3,6 vs 7,1.0,0.012910749996080995,0.9975853078067303
6,Mutualistic09_full_functional_memory,4,4,8 vs 9,0.998,0.0034159396091126837,0.9992236122488976
7,Mutualistic09_distill_only,0,0,0 vs 1,0.986,0.09768500365316868,0.970992598682642
7,Mutualistic09_distill_only,1,0,0 vs 1,0.9885,0.09275585925206542,0.9735432900488377
7,Mutualistic09_distill_only,1,1,2 vs 3,0.975,0.11417496437206864,0.9614285230636597
7,Mutualistic09_distill_only,2,0,0 vs 1,0.987,0.06936558336019516,0.9782188981771469
7,Mutualistic09_distill_only,2,1,2 vs 3,0.974,0.0794262201525271,0.9688445255160332
7,Mutualistic09_distill_only,2,2,4 vs 5,1.0,0.03886741690803319,0.984558068215847
7,Mutualistic09_distill_only,3,0,0 vs 1,0.9865,0.06920047081075609,0.9785433858633041
7,Mutualistic09_distill_only,3,1,2 vs 3,0.974,0.06992059270851314,0.9719437211751938
7,Mutualistic09_distill_only,3,2,4 vs 5,1.0,0.11434696149080992,0.9472828507423401
7,Mutualistic09_distill_only,3,3,6 vs 7,1.0,0.006190714571857825,0.9983432777225971
7,Mutualistic09_distill_only,4,0,0 vs 1,0.987,0.07038349681533873,0.9778414890170097
7,Mutualistic09_distill_only,4,1,2 vs 3,0.9745,0.07060447102412581,0.9717887938022614
7,Mutualistic09_distill_only,4,2,4 vs 5,0.9995,0.03341270983219147,0.9865042231976986
7,Mutualistic09_distill_only,4,3,6 vs 7,1.0,0.003690117722726427,0.9991977103054523
7,Mutualistic09_distill_only,4,4,8 vs 9,0.9975,0.002054286789643811,0.9994505904614925
7,Mutualistic09_route_memory_only,0,0,0 vs 1,0.986,0.09768500365316868,0.970992598682642
7,Mutualistic09_route_memory_only,1,0,0 vs 1,0.954,0.07974799629300833,0.9762274138629436
7,Mutualistic09_route_memory_only,1,1,2 vs 3,0.9705,0.047254521399736404,0.9847691468894482
7,Mutualistic09_route_memory_only,2,0,0 vs 1,0.923,0.0782397089060396,0.9762255437672138
7,Mutualistic09_route_memory_only,2,1,2 vs 3,0.505,0.037945283111184835,0.985901590436697
7,Mutualistic09_route_memory_only,2,2,4 vs 5,1.0,0.029326820746064186,0.9880642257630825
7,Mutualistic09_route_memory_only,3,0,0 vs 1,0.4995,0.08152370015159249,0.9756973646581173
7,Mutualistic09_route_memory_only,3,1,2 vs 3,0.5005,0.031108305556699634,0.9888555482029915
7,Mutualistic09_route_memory_only,3,2,4 vs 5,0.967,0.03128914721310139,0.987466424703598
7,Mutualistic09_route_memory_only,3,3,6 vs 7,1.0,0.024378444475587457,0.9898410737514496
7,Mutualistic09_route_memory_only,4,0,0 vs 1,0.4995,0.07291621575132012,0.9784808941185474
7,Mutualistic09_route_memory_only,4,1,2 vs 3,0.501,0.023212861095089465,0.9924848489463329
7,Mutualistic09_route_memory_only,4,2,4 vs 5,0.266,0.031962219974957407,0.9872853308916092
7,Mutualistic09_route_memory_only,4,3,6 vs 7,0.8635,0.0340447009075433,0.9869773723185062
7,Mutualistic09_route_memory_only,4,4,8 vs 9,0.998,0.020096463500522077,0.9916284382343292
