seed,model,task_id,task_name,epoch,lambda_route_memory,lambda_distill,lambda_latent,lambda_entropy,task_loss,entropy,dominance,mutualism_violation,gain_mean,gain_min,route_memory_loss,distill_loss,latent_loss,alpha,total_loss
8,Mutualistic09_route_memory_only,0,0 vs 1,14,2.0,0.0,0.0,0.005,0.007106190667477774,0.10291068644282665,0.9709462358596477,0.00010569312122784817,0.062153862383058096,-0.00027189735556021333,0.0,0.0,0.0,1.0,0.011771928578456665
8,Mutualistic09_route_memory_only,1,2 vs 3,0,2.0,0.0,0.0,0.005,0.17669925529589045,0.1059412769973278,0.9654357915228986,0.0004239521469300714,0.09984339313938263,-0.0017142342601684814,0.002539540222061716,1.7682442815034363,0.3889984522346764,0.0,0.20429337912417472
8,Mutualistic09_route_memory_only,1,2 vs 3,2,2.0,0.0,0.0,0.005,0.0687114861100278,0.05912973165036516,0.9818704064856184,0.0002325544957223409,0.08865217587098162,-0.0011026732465054126,0.0015719272169588566,0.9398411499693039,0.25874135912732876,0.0,0.08393356029657607
8,Mutualistic09_route_memory_only,1,2 vs 3,3,2.0,0.0,0.0,0.005,0.06281884351467833,0.07069782381679149,0.9779478501766286,5.5424466260793704e-05,0.12664786155553573,-0.0002266544690157505,0.001129425830321394,1.1322667788951954,0.22939895347077796,0.5,0.07599640074879566
8,Mutualistic09_route_memory_only,1,2 vs 3,14,2.0,0.0,0.0,0.005,0.02693041404114759,0.09085257034352485,0.9724289787576553,0.00019509427850249614,0.06529862493118073,-0.0008453591627643463,0.0009904502818205807,1.5738042719820713,0.16330042291194835,1.0,0.03393602771486374
8,Mutualistic09_route_memory_only,2,4 vs 5,0,2.0,0.0,0.0,0.005,0.11198909545039877,0.22988040856224426,0.9202446341514587,0.0009286859947949663,0.33863061733860916,-0.003839293910943447,0.0014548739650598827,0.3218277025619674,0.28908732580082946,0.0,0.1462966049525966
8,Mutualistic09_route_memory_only,2,4 vs 5,2,2.0,0.0,0.0,0.005,0.00510008647007511,0.03738608797813984,0.9878438318029363,2.189769972823284e-05,0.07652297045322175,-0.00010579689207704777,0.0007692230315018256,0.8604885770919475,0.2602700004552273,0.0,0.01737233550545383
8,Mutualistic09_route_memory_only,2,4 vs 5,3,2.0,0.0,0.0,0.005,0.0033774153487955002,0.03695983221714801,0.9858603312614116,2.6229801123724643e-05,0.062316488712391954,-0.00012784042058789984,0.0009402244763902112,0.8663019043333987,0.2449832203540396,0.5,0.014047954429654366
8,Mutualistic09_route_memory_only,2,4 vs 5,14,2.0,0.0,0.0,0.005,0.0009707789595654987,0.014439561354749381,0.9940856745902528,2.298358994367199e-06,0.048438820195324875,-1.1463541824846192e-05,0.0007609605192865661,0.9902176641403361,0.1841434325943602,1.0,0.005893590760991928
8,Mutualistic09_route_memory_only,3,6 vs 7,0,2.0,0.0,0.0,0.005,0.06595603305787007,0.04349041900577697,0.9838545791646267,0.0001770425459498972,0.07460254191004849,-0.0007980721395839243,0.000536034473353016,2.1325053931090068,0.9244478531974427,0.0,0.09921198163894897
8,Mutualistic09_route_memory_only,3,6 vs 7,2,2.0,0.0,0.0,0.005,0.005245556965708099,0.024681408671622582,0.9896743475122655,9.816372972619063e-06,0.06896354012349819,-4.791038883651825e-05,0.0005328254843102224,0.9423741102218628,0.40555963998145245,0.0,0.018273458796295713
8,Mutualistic09_route_memory_only,3,6 vs 7,3,2.0,0.0,0.0,0.005,0.003913915052296634,0.021354789885276174,0.9909919335487041,7.946456508055753e-06,0.07096157690629046,-3.9459845209692385e-05,0.0007731464095141223,0.8174996388719437,0.3489897371606624,0.5,0.015567622385285002
8,Mutualistic09_route_memory_only,3,6 vs 7,14,2.0,0.0,0.0,0.005,0.0012257873635501304,0.006513285484772418,0.9974575524634504,1.2965100229965705e-07,0.0750145286004594,-6.467589434791118e-07,0.00056030296253355,0.7322748392186267,0.19928759336471558,1.0,0.006462617034211438
8,Mutualistic09_route_memory_only,4,8 vs 9,0,2.0,0.0,0.0,0.005,0.11576829694627606,0.021712796554524214,0.9915720300471529,9.966592446906687e-05,0.17478594527718552,-0.0004869671142164697,0.0005418845780405582,1.5981206505586012,0.6374934325093761,0.0,0.14059384214751264
8,Mutualistic09_route_memory_only,4,8 vs 9,2,2.0,0.0,0.0,0.005,0.008462436304011561,0.021279997984938164,0.9917247155879406,6.523067593501132e-06,0.2073509414145287,-2.791021673127692e-05,0.0004520146064757508,1.130281630982744,0.41404390018037024,0.0,0.021557660892288735
8,Mutualistic09_route_memory_only,4,8 vs 9,3,2.0,0.0,0.0,0.005,0.005735559824933397,0.021805560127138458,0.9915584642836388,7.703926222121025e-06,0.2467952129688669,-3.529910711531944e-05,0.00035163413520693097,0.994230919695915,0.37179867067235584,0.5,0.01654874812811613
8,Mutualistic09_route_memory_only,4,8 vs 9,14,2.0,0.0,0.0,0.005,0.0011733500039244585,0.015166109452578933,0.9936563600885108,1.1333720438405637e-06,0.2832175699320245,-5.3808722209106104e-06,0.0004041583454230196,0.7153951817370475,0.253349687190766,1.0,0.0059874415140044185
8,Mutualistic09_latent_only,0,0 vs 1,0,0.0,0.0,1.0,0.005,0.18170596841484943,0.6201706687186627,0.7583505821988937,0.0010250940920528554,0.030310072392123712,-0.004525188198114963,0.0,0.0,0.0,0.0,0.20188854420755772
8,Mutualistic09_latent_only,0,0 vs 1,2,0.0,0.0,1.0,0.005,0.030491286432965004,0.18008018174069992,0.9503783926050714,0.00031391344445898755,0.06266939511245236,-0.00103247565950485,0.0,0.0,0.0,0.0,0.04253048033631863
