seed,model,after_task,task_id,task_name,host_0,host_1,host_2,host_3,host_4
0,Mutualistic09_route_plus_latent,3,3,6 vs 7,0.0001521864760434255,0.5000350475311279,0.499803751707077,7.633804671058897e-06,1.35038749249361e-06
0,Mutualistic09_route_plus_latent,4,0,0 vs 1,0.4615758955478668,0.007946395315229893,0.5265823006629944,0.0038242610171437263,7.110275328159332e-05
0,Mutualistic09_route_plus_latent,4,1,2 vs 3,0.0003582201316021383,0.01611517183482647,0.983413815498352,0.00011219207954127342,5.57519456378941e-07
0,Mutualistic09_route_plus_latent,4,2,4 vs 5,0.0008866545394994318,0.5008107423782349,0.497640997171402,0.00033880610135383904,0.00032277751597575843
0,Mutualistic09_route_plus_latent,4,3,6 vs 7,0.0010779309086501598,0.48071956634521484,0.5181474089622498,5.411779784481041e-05,9.91553292806202e-07
0,Mutualistic09_route_plus_latent,4,4,8 vs 9,1.5618532415828668e-05,0.9933933615684509,0.00012934618280269206,4.751910819322802e-05,0.006414187606424093
0,Mutualistic09_full_functional_memory,0,0,0 vs 1,0.47831910848617554,0.0007838350720703602,0.5157806873321533,0.004216753877699375,0.0008996140095405281
0,Mutualistic09_full_functional_memory,1,0,0 vs 1,0.47590482234954834,0.0017127193277701735,0.517208993434906,0.004001615568995476,0.0011718120658770204
0,Mutualistic09_full_functional_memory,1,1,2 vs 3,0.4855388104915619,0.0074633085168898106,0.5065892934799194,0.0002983860613312572,0.00011021611862815917
0,Mutualistic09_full_functional_memory,2,0,0 vs 1,0.4796861708164215,0.001261752680875361,0.5161454081535339,0.0011905671562999487,0.0017161481082439423
0,Mutualistic09_full_functional_memory,2,1,2 vs 3,0.4850451350212097,0.00016298952687066048,0.5143880248069763,0.00030134382541291416,0.00010248748731100932
0,Mutualistic09_full_functional_memory,2,2,4 vs 5,0.0003824233717750758,0.4996754825115204,0.4996606409549713,0.00021488688071258366,6.65071711409837e-05
0,Mutualistic09_full_functional_memory,3,0,0 vs 1,0.4756316542625427,0.0010463346261531115,0.5037203431129456,0.01803695783019066,0.001564722158946097
0,Mutualistic09_full_functional_memory,3,1,2 vs 3,0.48238155245780945,7.806684152456e-05,0.5014460682868958,0.015985602512955666,0.00010875587759073824
0,Mutualistic09_full_functional_memory,3,2,4 vs 5,0.0005770529387518764,0.4996114671230316,0.48621025681495667,0.01353144645690918,6.97629657224752e-05
0,Mutualistic09_full_functional_memory,3,3,6 vs 7,1.3788331898467732e-07,0.5001150965690613,0.4998827874660492,1.8081288999383105e-06,8.510350113510867e-08
0,Mutualistic09_full_functional_memory,4,0,0 vs 1,0.47134876251220703,0.00011304776853648946,0.5091574192047119,0.017594102770090103,0.0017867186106741428
0,Mutualistic09_full_functional_memory,4,1,2 vs 3,0.48373720049858093,2.7910791686736047e-05,0.5013399124145508,0.014764290302991867,0.00013067081454209983
0,Mutualistic09_full_functional_memory,4,2,4 vs 5,0.00036762290983460844,0.49976280331611633,0.48684024810791016,0.012934586964547634,9.477812272962183e-05
0,Mutualistic09_full_functional_memory,4,3,6 vs 7,1.100083224514492e-08,0.5004891753196716,0.49951058626174927,1.1916426245761613e-07,6.014744258209248e-08
0,Mutualistic09_full_functional_memory,4,4,8 vs 9,4.640832412405871e-05,0.5017378330230713,0.4981958866119385,1.407277159160003e-05,5.816816610604292e-06
